class,section,roll,username,phone,password
8,B,1,Rafid Chowdhury,01984437389,Hkc0fnI252
8,B,2,Ritvik Zee Roy,01867799505,jBJxvoJqOu
8,B,3,Sanjida Zoh Rafiq,01873205516,F9sUaxW1t7
8,B,4,Zubair Ray Barua,01745320023,iAxfHPnAyO
8,B,5,Rifah Ray Sami,01775486641,TEhEZ7E2Yd
8,B,6,Rifah Ray Sikder,01759756732,geFjJH49Xt
8,B,7,Zakia Jin Hossain,01667598478,CB2dXSDMph
8,B,8,Zayden Sanyal,01886960181,PkT1DZUThT
8,B,9,Zarif Sajid,01818843508,56rJ29z5tS
8,B,10,Zubair Zee Sadik,01738060119,5FAzEGgq3C
8,B,11,Sazim Nizam,01685531335,EdkxmRS4hg
8,B,12,Fariha Sajid,01632303831,Sj2MzN9YeH
8,B,13,Raqib Kai Jahir,01838298414,KzIhbSQbUN
8,B,14,Zafreen Ray Mazumder,01890086335,LLL6alP9uE
8,B,15,Kashfi Zee Zaman,01951103232,QY2K8mkS91
8,B,16,Ritvik Sayeed,01570262132,Q3s30kbSfr
8,B,17,Hridita Jin Jubayer,01996811923,bXAu1nP6J7
8,B,18,Seyam Ray Sharif,01764467958,ZVUsH8Dhgd
8,B,19,Mehnaz Ryn Paul,01788523383,mbOxPIgSpm
8,B,20,Zohair Ryn Sanyal,01812612021,IB5ETBL20n
8,B,21,Tahmid Azad,01764187084,LyNxTnCKQO
8,B,22,Tahmid Fae Haque,01695297129,a3eSWHOi10
8,B,23,Nishat Zoh Tasnim,01977245080,UZgiunTMp1
8,B,24,Rudra Ray Haque,01917418257,tiDGiGOr1q
8,B,25,Tanzim Ryn Bhuiyan,01792931490,0GlEttGpC3
8,B,26,Afsheen Ray Nayer,01612272654,GgfdD17RAU
8,B,27,Ayman Khan,01836806031,x2xeLbEiZd
8,B,28,Afsheen Jin Rahman,01992215033,YGx37AWnt8
8,B,29,Mehnaz Noor Sultana,01910726589,e7kFzv5UXx
8,B,30,Raiqa Noor Jahir,01504440086,l6YuJlT8Z7
8,B,31,Zarif Ryn Nizam,01651929874,tYOJ3wWqlR
8,B,32,Nihal Kai Imtiaz,01801397582,YBuZRJBk5h
8,B,33,Rudra Zoh Banik,01863362838,D09ecke4N0
8,B,34,Rudra Noor Sikder,01789601361,OKJEN2R67G
8,B,35,Nishat Noor Arif,01602351654,ruIbQbPr0e
8,B,36,Afsheen Jin Riyad,01538097281,BvMCfdiKku
8,B,37,Tashfi Zoh Hossain,01983368669,yPrVk2BbfL
8,B,38,Tahsin Ray Hridoy,01817515325,IEHpdaU0NY
8,B,39,Raqib Kai Nayer,01937259992,2kijhC2hKo
8,B,40,Raihan Nizam,01900203320,HfRDd63yZ6
8,B,41,Zarin Jahir,01899937371,8I9EcRCbBs
8,B,42,Zawad Ash Muntasir,01572867525,OjGwf798vW
8,B,43,Seyam Jin Bhuiyan,01534944668,RJzo3urg38
8,B,44,Areeb Kai Fahim,01503267664,Pj9raXXQfN
8,B,45,Rudra Jin Chowdhury,01750353694,oVL0aTA437
8,B,46,Zubair Noor Haque,01930256826,16d8WGGHRN
8,B,47,Mehreen Sarker,01693514465,0zjf6XxzF0
8,B,48,Zayden Noor Das,01721048512,EQqCPJJ5S8
8,B,49,Aarish Jin Sadik,01673633807,D3SMp03Qhf
8,B,50,Zafreen Paul,01679738103,dxlwm8bSoh
