class,section,roll,username,phone,password
3,B,1,Nishat Fae Hasnat,01555997017,lUaPBkPuTh
3,B,2,Sanjida Ray Haque,01774229377,Y9iJJYyzeA
3,B,3,Nishat Jin Jahan,01698696049,ATByGZyeGy
3,B,4,Raysha Fae Jahan,01621669768,oOInwqaWLx
3,B,5,Tanzim Anwar,01898958201,v0uQqBuAqg
3,B,6,Fariha Noor Nizam,01972555161,qYm3PN42ix
3,B,7,Raihan Zoh Anwar,01514742021,QG8bxrTqBi
3,B,8,Ruvin Noor Nafi,01563304484,5RHWnkDFib
3,B,9,Kashfi Molla,01926084207,yBbpsmXqg9
3,B,10,Iftekhar Sami,01577809240,9FTVVuZUaa
3,B,11,Maliha Rafiq,01555688431,48RESctiQx
3,B,12,Nishat Mazumder,01636407764,DYyz83TCf9
3,B,13,Raiqa Noor Hridoy,01937918002,ttvquwUlWB
3,B,14,Tashfi Kai Nayer,01690063829,xANHluIBWc
3,B,15,Zarin Ryn Nizam,01779919077,1PK72c9pDw
3,B,16,Sakina Noor Muntasir,01818622068,TJ7r0qnPGA
3,B,17,Zubair Zee Chowdhury,01758090104,iFnuEyS6WY
3,B,18,Zakia Sabbir,01946071808,3xm4ASWgID
3,B,19,Zohair Ray Sultana,01914501997,Ntee4BilWm
3,B,20,Tahmid Ryn Anwar,01589417370,FIkEKruWZE
3,B,21,Seyam Ray Sarker,01724695210,tzSAbkoljS
3,B,22,Ritvik Haque,01570597331,u8t0iW9WMK
3,B,23,Mairin Zoh Sharif,01599624239,bfedBWrgXO
3,B,24,Faiyaz Zee Rahman,01650362711,0GF8AoKsk0
3,B,25,Hridita Noor Jahan,01579607576,a48ArHLBZu
3,B,26,Aarish Zee Roy,01815111788,isceZb4PEQ
3,B,27,Afsheen Khandoker,01980289493,yJdLNDtKqS
3,B,28,Orin Fahim,01577510963,X8V5qcTUm4
3,B,29,Zarin Zee Sultana,01947833478,SIVEM0SpDo
3,B,30,Zubair Ray Sultana,01817080296,qoScovbt00
3,B,31,Arnika Fae Arif,01539005300,3oOuhrFjbU
3,B,32,Zubair Ray Khandoker,01893259524,UikLkdCxdL
3,B,33,Rishad Noor Hridoy,01770110292,ovN1JvWdJ5
3,B,34,Tahsin Ryn Hridoy,01893742896,98Q57QqqS6
3,B,35,Zafreen Ryn Sultana,01550374927,pw1mcnRpnj
3,B,36,Zakia Ryn Kamal,01902712428,Bhm8xCNKZY
3,B,37,Nihal Zoh Arefin,01623486037,2Ae9rUsG4R
3,B,38,Zawad Kai Sayeed,01619206690,aI1f8efEWE
3,B,39,Rafid Kai Zaman,01893623107,OJ3rMg8ejI
3,B,40,Ruvin Noor Hasnat,01846379161,Db4e4Bxjcj
3,B,41,Maliha Chowdhury,01820830969,5j3xNSLJuF
3,B,42,Faiyaz Hasnat,01604804856,pztko7AJ9H
3,B,43,Zafreen Sabbir,01666623224,5gmaIyECuQ
3,B,44,Adrita Noor Sharif,01606060971,YrTi7w2lYg
3,B,45,Mairin Ray Roy,01885724181,nXVeni2jEl
3,B,46,Tanzim Khan,01934260681,htUzHVvbN0
3,B,47,Rifah Fae Rumi,01626878617,Gx3hiLjOjv
3,B,48,Zakia Zoh Jahan,01842796136,7TGLCvvKat
3,B,49,Nafiza Tasnim,01793090810,FtcOSMNGzt
3,B,50,Rishad Ryn Molla,01865733417,R8JQFg1Q3M
