class,section,roll,username,phone,password
9,B,1,Afsheen Ryn Rahman,01802367230,VIL8gK2W1y
9,B,2,Mairin Roy,01728789127,O00ljyoslY
9,B,3,Orin Zoh Hridoy,01713280535,wC2xDVgfJx
9,B,4,Ibtihaj Ryn Faruqi,01695561244,atYb0KY69T
9,B,5,Arham Zee Rashid,01845625492,nVusxlj1yG
9,B,6,Afsheen Azad,01861495484,VxyT1jfKuu
9,B,7,Zawad Noor Riyad,01795600918,QoShOFrOna
9,B,8,Zakia Khandoker,01889686893,gXG9luw88M
9,B,9,Sazim Imtiaz,01787042766,m59znRX42Y
9,B,10,Iftekhar Zee Jahir,01998229310,thP0F1cU8W
9,B,11,Tahmid Kai Nayer,01902197582,LQSKcn2c51
9,B,12,Afsheen Ryn Zaman,01870107903,czkJTMuH1i
9,B,13,Fariha Zee Nafi,01668241917,bmnRLe8Bq1
9,B,14,Fariha Sabbir,01885487309,KVHXmlXAlT
9,B,15,Rudra Nawaz,01823346810,7hoteNk6QO
9,B,16,Zunaira Arefin,01639322061,YPYn1Zj4B6
9,B,17,Iftekhar Fahim,01942250868,p9wugFzvkF
9,B,18,Zubair Rashid,01567526069,eiy2yK9NLF
9,B,19,Nihal Bhuiyan,01954178597,sG9G0aMd2S
9,B,20,Orin Ray Paul,01575824556,aSAnUiQBti
9,B,21,Zarif Noor Riyad,01665014613,4BPh8sDa6g
9,B,22,Zarif Zee Imtiaz,01945245943,lN9f1agsGm
9,B,23,Hridita Ash Tasnim,01989904618,zYogYzu7Oe
9,B,24,Zarin Ryn Sayeed,01668860769,HAVJK0zeoi
9,B,25,Nihal Zee Karim,01674950145,K30N6Qy8ON
9,B,26,Ayman Zee Haque,01626229100,gLr3zTkWLn
9,B,27,Orin Zoh Sajid,01815671953,zmeJdwfXkk
9,B,28,Raiqa Ash Nayer,01782419715,UzwfqBfX4I
9,B,29,Tahsin Ash Sanyal,01940449500,PTJcRL71HS
9,B,30,Nishat Jin Mazumder,01983399809,D9s2B0HuRC
9,B,31,Fardin Zoh Fahim,01637132369,3KRvta3laA
9,B,32,Mushfiq Sanyal,01874344125,sGhq4NuOhP
9,B,33,Zinia Zee Kamal,01644774671,ao9xmeJXae
9,B,34,Zarif Jin Jahir,01786418745,NzjLVD8OHg
9,B,35,Arshia Jin Sabbir,01650540137,kC8nCJfu2n
9,B,36,Zafreen Imtiaz,01955038546,MzzXelkHQh
9,B,37,Ishraq Zee Ahmed,01946137455,NNEI0MSgZm
9,B,38,Kashfi Ash Nayer,01855249016,EiETryWeTb
9,B,39,Zayden Jin Riyad,01631896236,TskQsGJumn
9,B,40,Zarin Imtiaz,01768413392,0vtgseGeXU
9,B,41,Rishad Ray Sarker,01705716924,V9RkxmNV9N
9,B,42,Tahmid Faruqi,01586286132,kKBTid8rSj
9,B,43,Arshia Sadik,01910919790,uTK3DF3yrT
9,B,44,Zawad Imtiaz,01502262146,qW038lFfyU
9,B,45,Raysha Jin Hossain,01597641960,1jLekGuyAi
9,B,46,Nishat Ash Hossain,01772228183,28GWZR2hcW
9,B,47,Zubair Ash Mazumder,01654202808,ZKyjreePWa
9,B,48,Irfan Fae Karim,01643915056,VthAnUQPbD
9,B,49,Zeenat Zee Nafi,01614022214,lu7Rc0Huin
9,B,50,Mehreen Fae Sikder,01534396560,NXWmErkkA8
