class,section,roll,username,phone,password
4,A,1,Tanzim Fahim,01642826417,bEpRjYahy9
4,A,2,Orin Sadik,01628354898,pyzWIpPhrP
4,A,3,Zafreen Ash Arefin,01770083324,eMmpSbbzoj
4,A,4,Zayden Ash Karim,01887415106,oTp0NxSN36
4,A,5,Mehreen Fae Riyad,01582360330,Gz3lF0rbQ5
4,A,6,Nishat Ryn Sanyal,01599590759,pjoanLCv2J
4,A,7,Aarish Zoh Sami,01691662662,cH5LyqaghI
4,A,8,Tahmid Noor Riyad,01864695570,V6FEXiW3XA
4,A,9,Hridita Fae Sikder,01798235569,dZ7VZULlMe
4,A,10,Mairin Zoh Sadik,01977510941,DnZBmR9wqb
4,A,11,Nihal Fae Zaman,01603490480,EedjfSDRjN
4,A,12,Ayman Jin Sadik,01614197226,lovue4oc5F
4,A,13,Mushfiq Anwar,01787056143,2P2WdR5tYj
4,A,14,Kashfi Kai Ahmed,01555122083,it1UsLD85c
4,A,15,Zakia Jin Faruqi,01680416131,gF18jCVNDB
4,A,16,Aarish Ash Sanyal,01596860061,EXbk04tvbt
4,A,17,Samiha Jin Sajid,01995135745,vA8as4wRPu
4,A,18,Areeb Jin Riyad,01983434214,u6iHolpP07
4,A,19,Zarif Fae Faruqi,01504209302,g1au91t4ny
4,A,20,Nafiza Noor Tasnim,01755981357,lr9ztKKiJn
4,A,21,Arnika Arif,01946594941,tTfo4sLHY2
4,A,22,Ishraq Khandoker,01822282603,aiofNKi0iX
4,A,23,Fariha Zee Sharif,01910160927,xfbp1Or6C9
4,A,24,Zarin Banik,01881383021,tIEIzomGSA
4,A,25,Saimun Ryn Sabbir,01968920354,yNDnd2f456
4,A,26,Sanjida Ryn Sabbir,01509701360,1qKrsqaM70
4,A,27,Zinia Zoh Ahmed,01520309121,MpMNLFvNPl
4,A,28,Nihal Ryn Jahan,01737179921,hriKTOSCU8
4,A,29,Zayden Ryn Sarker,01985962142,qa5vJj8kh2
4,A,30,Raysha Ray Faruqi,01655771258,Mp7uTmCkSz
4,A,31,Afsheen Jin Jubayer,01870594148,qFPx0FKC6J
4,A,32,Irfan Zee Roy,01553107846,iNvawngGx3
4,A,33,Fardin Bhuiyan,01854343818,kifhWE3rq3
4,A,34,Raihan Mazumder,01751573468,ms3qOH9aR2
4,A,35,Faiyaz Rafiq,01527001565,BCGVMq2vwg
4,A,36,Zunaira Noor Nawaz,01710815801,CQMLJSaItt
4,A,37,Zakia Noor Jubayer,01956804409,UuqXktlSfb
4,A,38,Nihira Jahan,01577538101,Ll3CtRz7fn
4,A,39,Rudra Fae Hasnat,01598438882,NP1ORZACZ9
4,A,40,Zarif Noor Nafi,01559645461,riHqXb5ktg
4,A,41,Saimun Khandoker,01953144920,wUH7BKJ39L
4,A,42,Irfan Chowdhury,01747093508,t3G0XJypZk
4,A,43,Rifah Muntasir,01903635278,msaVvCSvjo
4,A,44,Raihan Zoh Kamal,01765246232,ipK162JRRn
4,A,45,Rafid Ash Sarker,01968112096,X0ZAXv3OjY
4,A,46,Seyam Ash Khan,01582849241,JMAySkycpG
4,A,47,Kashfi Ryn Nayer,01824692893,TeOH2LC2yc
4,A,48,Nafiza Jin Chowdhury,01517967628,1o5stPJ2eH
4,A,49,Sakina Sabbir,01832160434,StbPOunuC6
4,A,50,Irfan Fae Nayer,01624505524,UDFTA2EJ2S
