class,section,roll,username,phone,password
3,A,1,Saimun Zoh Paul,01552689263,ok08gKdNAx
3,A,2,Ayman Nawaz,01984932581,yMcAGcjaan
3,A,3,Adrita Fae Hossain,01760253002,HBB2YhbdOT
3,A,4,Mehreen Tasnim,01742549205,gar3LnOLcD
3,A,5,Zeenat Ash Sarker,01680022065,Bijhy7ijxp
3,A,6,Arshia Zee Arefin,01542944062,LL7uy2GRNH
3,A,7,Ritvik Zee Sultana,01924422175,25YFHsnhz0
3,A,8,Mehnaz Ryn Nafi,01571305198,KtiXLIy1Ih
3,A,9,Nairin Fae Sultana,01823977166,FyJF7IHD0T
3,A,10,Maliha Kai Jahan,01752651859,DxTRnx2VDt
3,A,11,Sazim Zee Arefin,01719459327,Wo7hTQmM8o
3,A,12,Fariha Ash Chowdhury,01690913695,4bkGjksll9
3,A,13,Raihan Zee Arefin,01912852443,cTvxteianw
3,A,14,Maliha Ash Sharif,01532905033,uzXCbW32Bi
3,A,15,Tashfi Muntasir,01976921940,YbLzd2PVBM
3,A,16,Adrita Ash Mazumder,01991133036,JLwhmj53rl
3,A,17,Sazim Sikder,01852930197,NMO22G0QQL
3,A,18,Rifah Banik,01901576845,Mw29ZnoDHw
3,A,19,Ishraq Zoh Sanyal,01722187475,IKnuIYjRbp
3,A,20,Orin Fae Karim,01831637127,OjpupxbeWq
3,A,21,Anika Zoh Barua,01579685741,jzJje5NlHK
3,A,22,Rishad Sultana,01791088234,ncu2xuOSps
3,A,23,Sazim Arif,01894804128,nygSX0wXJ0
3,A,24,Zinia Zoh Barua,01655788510,8JlYQJNqwE
3,A,25,Fardin Noor Sikder,01777929120,z8dVDE5QOt
3,A,26,Zawad Noor Nawaz,01690375652,fR7URWt4zP
3,A,27,Tashfi Nafi,01625711029,uVUmRinOMm
3,A,28,Adrita Ryn Sabbir,01831767920,ARGHdWWB3s
3,A,29,Sanjida Ash Hridoy,01633237207,4vaCJi6zxp
3,A,30,Tahsin Noor Das,01647280723,fCv6kNIxnO
3,A,31,Ibtihaj Kai Arif,01854418648,HKk0kGtzfV
3,A,32,Iftekhar Ash Haque,01669367613,DJzffIycJ3
3,A,33,Zayden Arif,01701924450,3bP00fs6Pz
3,A,34,Irfan Ash Rahman,01915474960,OIJdHfmgaR
3,A,35,Kashfi Jin Imtiaz,01639689082,xkD1hG5sZ4
3,A,36,Raiqa Kai Rahman,01530011905,T0XYxMVOwA
3,A,37,Zarin Fae Sayeed,01823443331,aQTD4rKNyt
3,A,38,Tanzim Noor Karim,01631499948,uWjqGhq2l5
3,A,39,Seyam Ryn Haque,01754681135,77CKQ4NSS4
3,A,40,Zakia Rafiq,01612350948,CgN5sMCoNw
3,A,41,Saimun Ryn Mazumder,01635903384,oeBBGLMFUb
3,A,42,Zawad Ash Chowdhury,01719868536,4UdmYjxzvf
3,A,43,Areeb Ash Sultana,01681021048,NGndlgpPIx
3,A,44,Samiha Ryn Nafi,01881403975,aglSHEeCm7
3,A,45,Tahsin Rashid,01624696479,Wg3vSrHLMX
3,A,46,Tahmid Ryn Azad,01666592995,5HSK1DPqjY
3,A,47,Saimun Jin Paul,01854575685,vNq67LGszc
3,A,48,Nihal Zoh Sarker,01625037176,QFYJClfGJH
3,A,49,Mehreen Kai Sultana,01744843846,tlFRSBZ8LI
3,A,50,Arnika Zoh Chowdhury,01925244643,reSdg45lSi
