class,section,roll,username,phone,password
10,B,1,Arham Jahan,01657622939,W9xrRfYDn6
10,B,2,Mehreen Fae Rahman,01520303246,rJ5aupzflc
10,B,3,Sazim Jin Nizam,01782725130,SBTSk7bRvC
10,B,4,Zarif Fae Chowdhury,01707958147,OhZ5AH7jaq
10,B,5,Tahsin Zee Molla,01800308097,rh3bkM65HE
10,B,6,Tahmid Hridoy,01731883219,kkNb9emuTx
10,B,7,Afsheen Kai Jahir,01544592918,47krysZyBw
10,B,8,Saimun Kai Nizam,01705906989,2xuz75cbfW
10,B,9,Zohair Jin Tasnim,01771344991,la4cYpPmOR
10,B,10,Raiqa Zoh Sadik,01627614565,hYxlO0mTZi
10,B,11,Aarish Noor Chowdhury,01558601492,IjKrZzz3If
10,B,12,Fariha Zoh Nizam,01676386212,ykQ9rCjdcZ
10,B,13,Ritvik Hasnat,01774302467,aYMDpuig6q
10,B,14,Ayman Jin Rafiq,01531466505,S8jxzx690b
10,B,15,Zeenat Ray Sultana,01914931589,CLlVySntzC
10,B,16,Sakina Zoh Roy,01562507583,TvZj2t0h3o
10,B,17,Zinia Zee Arif,01700650797,A9I1QqO5h8
10,B,18,Maliha Zee Fahim,01911907827,CIUpQEXmxl
10,B,19,Ayman Ray Das,01791144071,70qrPJpTLW
10,B,20,Tashfi Fae Molla,01701257847,EXskBUnVdC
10,B,21,Arham Fae Riyad,01569430615,uhSW0umNAm
10,B,22,Rishad Ray Chowdhury,01734255318,qVHIY9wwLW
10,B,23,Aarish Ash Barua,01853921894,RzHcHpWznX
10,B,24,Hridita Noor Chowdhury,01837698640,QpvMKMZrL4
10,B,25,Zarif Fae Azad,01693472024,9DZSRzQ1hv
10,B,26,Zarif Nafi,01506843899,EemjYiZ2Zy
10,B,27,Raqib Faruqi,01657600605,ge3tRpytlJ
10,B,28,Ibtihaj Ryn Ahmed,01553391562,8ArCFpC370
10,B,29,Zayden Fae Nayer,01725019643,1hmYAf4ARk
10,B,30,Irfan Khandoker,01514499560,xndVaJ8ce7
10,B,31,Mehreen Zoh Nawaz,01628393022,tdOLawtssf
10,B,32,Ruvin Ash Faruqi,01896231597,cbg8Y0lspl
10,B,33,Afsheen Ray Sadik,01850672017,kK6qIragEp
10,B,34,Nihal Ray Rahman,01894780530,MylDrQqUNS
10,B,35,Sazim Fae Paul,01791297008,3fOKVzsfnA
10,B,36,Ibtihaj Ash Sanyal,01923207433,Tt6FWtQcdZ
10,B,37,Zawad Fae Nizam,01872586886,n5RxWHZBhI
10,B,38,Aarish Rumi,01525497620,Ev7tPAng6i
10,B,39,Ayman Mazumder,01521334706,phpPLCdM8N
10,B,40,Zarin Arefin,01680038242,HMoIiRWbih
10,B,41,Iftekhar Jin Rashid,01538823285,KjwUJdiWaf
10,B,42,Raqib Rumi,01687008088,cEbrjkh7yE
10,B,43,Nishat Ray Bhuiyan,01613067507,j4bBB96s4M
10,B,44,Zubair Zee Sabbir,01926526142,vlCa0doxRy
10,B,45,Arham Ryn Banik,01773208817,GhbrfziSBu
10,B,46,Ibtihaj Kamal,01600099381,teAIvy3T7E
10,B,47,Ruvin Jin Nayer,01838603358,Awm9YKo7Sd
10,B,48,Raihan Zee Sami,01808995322,BMSFPNA0eW
10,B,49,Zohair Banik,01689316506,jPKCjuyi1s
10,B,50,Saimun Zee Zaman,01603268017,zZU1Gljn1P
