class,section,roll,username,phone,password
7,B,1,Anika Ash Rahman,01707294643,fvRO68gIN6
7,B,2,Zeenat Hossain,01624350897,SGYl0ERTLe
7,B,3,Kashfi Fae Fahim,01695410233,oAEhOXMA1M
7,B,4,Hridita Zaman,01842971863,iDs2Qmbir3
7,B,5,Irfan Ray Haque,01500977934,7IXCb4Xcfp
7,B,6,Ruvin Ryn Tasnim,01539112209,M1w1jbnW5U
7,B,7,Afsheen Jin Khandoker,01678456729,q6zE7UMwwz
7,B,8,Nafiza Barua,01963820375,kuhcRMkXtt
7,B,9,Mehreen Zoh Sanyal,01727595490,5hARzb2aZV
7,B,10,Raysha Ash Banik,01838812291,u0a0gd0Boc
7,B,11,Sazim Kai Sultana,01779176994,jeWskszbOo
7,B,12,Iftekhar Ryn Riyad,01629069463,ownoE3Ab4E
7,B,13,Raysha Ryn Sarker,01766707606,8BZR76082f
7,B,14,Hridita Noor Hridoy,01707063832,E3MmD1skMV
7,B,15,Mushfiq Fae Das,01698722449,vWrQOBVoAl
7,B,16,Sakina Fae Anwar,01926707371,47tpIeSr8K
7,B,17,Afsheen Fae Sabbir,01571020993,7wvZzGgdpR
7,B,18,Rafid Jin Sharif,01726571789,yzJXdthF45
7,B,19,Zayden Kai Nafi,01988852312,PXKiqhdluL
7,B,20,Tanzim Jin Arefin,01860077558,rWx5hg8FJv
7,B,21,Zarif Noor Jahir,01660834945,mic59zP1ix
7,B,22,Mehnaz Ryn Barua,01604063493,rTzsfmqXQy
7,B,23,Rudra Jin Sajid,01942765446,n9C2dgWEj6
7,B,24,Tahsin Kai Jahan,01806671638,E6sYH8gJn4
7,B,25,Adrita Sadik,01691793179,WKdZuwB2iJ
7,B,26,Sazim Noor Hridoy,01568584156,D45hyWb8Vr
7,B,27,Ishraq Khan,01558714500,9x67i6XOF6
7,B,28,Rafid Fae Sadik,01755218738,VeUOqW6oij
7,B,29,Tahmid Zoh Zaman,01722649913,gZ0dUnlV7w
7,B,30,Mehreen Noor Sami,01887243779,RuSyPTzMXf
7,B,31,Anika Jin Das,01858070040,Lus72WNcz5
7,B,32,Zohair Ash Sanyal,01772883680,ICbmPlszJ8
7,B,33,Rudra Sanyal,01959214107,jauzetso2B
7,B,34,Nihal Ryn Das,01679723164,1sGf5EB2G5
7,B,35,Nafiza Ray Anwar,01698110938,xxntQ6iT1s
7,B,36,Raysha Hridoy,01910313310,VxZsc0JtxP
7,B,37,Kashfi Muntasir,01873079338,7NuJTjlMLk
7,B,38,Nihal Ryn Sultana,01721974985,02L0hvWPJ1
7,B,39,Ishraq Muntasir,01888902637,55qovyZBo7
7,B,40,Zakia Zoh Sadik,01754392800,9tZBxwPTG6
7,B,41,Raiqa Ryn Sabbir,01928301288,C9tbP8SLMI
7,B,42,Irfan Kai Faruqi,01950914368,smt4HlZibV
7,B,43,Mushfiq Ray Roy,01741139503,K2cEJUpPyE
7,B,44,Sazim Roy,01541872709,MWzTwhrAf8
7,B,45,Rudra Kai Haque,01766088721,qwcnHqbMLy
7,B,46,Nairin Zee Khandoker,01737916274,LUG3G4Quld
7,B,47,Seyam Jin Haque,01768486653,JUtWJsSVtD
7,B,48,Zawad Noor Barua,01717730885,BxRojcBdBL
7,B,49,Anika Ash Hridoy,01789608719,Tur6QVuYBO
7,B,50,Iftekhar Chowdhury,01898954638,5BqUcm9YsB
