class,section,roll,username,phone,password
2,A,1,Tashfi Jin Barua,01767988230,yPsmXbufQn
2,A,2,Nishat Noor Sanyal,01723512473,hS1p7PyxuG
2,A,3,Faiyaz Kai Azad,01911908568,wBHz3nEbdA
2,A,4,Tashfi Kamal,01512996593,A0llLfHxef
2,A,5,Ritvik Nawaz,01554425747,fclbTmRe3o
2,A,6,Zunaira Fae Barua,01924322306,6TopBZ2iBl
2,A,7,Zawad Fae Muntasir,01535274370,P12NxahV19
2,A,8,Hridita Ryn Rahman,01587221703,tCoHzV2bzM
2,A,9,Maliha Fae Khandoker,01770446742,AI4D2p8bpP
2,A,10,Samiha Kai Kamal,01881349083,nEYkw7CwxT
2,A,11,Tahmid Noor Sajid,01629332026,HfGP3AlVx6
2,A,12,Sakina Fae Sanyal,01953025413,6lvNEzXWyg
2,A,13,Adrita Tasnim,01646692287,kbhGC4TXm9
2,A,14,Zubair Haque,01642466430,IABMWtHAuZ
2,A,15,Adrita Noor Roy,01820406028,NCLo4Nb29U
2,A,16,Rishad Noor Zaman,01743600579,rQUXx3Icpo
2,A,17,Mushfiq Noor Nizam,01564021073,UbuKmWqUzD
2,A,18,Ishraq Ray Rahman,01967327508,rhXBunH5MC
2,A,19,Rudra Ash Sami,01923063143,J2HfREVyut
2,A,20,Zinia Noor Sharif,01819807230,wCfm4Rc8Re
2,A,21,Mushfiq Noor Jubayer,01548992645,mo7XNlkCWN
2,A,22,Rifah Zoh Fahim,01988606216,fAu4weA6Hh
2,A,23,Zinia Rahman,01861513174,zYiZNA81dJ
2,A,24,Zohair Fae Mazumder,01763238906,w0xBnHZyv7
2,A,25,Mehnaz Ash Jubayer,01684949821,ffIi3WjZfM
2,A,26,Nishat Jin Kamal,01541796336,X4cocKmORu
2,A,27,Nairin Roy,01586650015,jhsrLXD2aw
2,A,28,Zunaira Rumi,01620629100,QMXAwBdfwn
2,A,29,Tashfi Sarker,01728540983,qGZr4ZLjao
2,A,30,Zunaira Muntasir,01591775705,HvqiZlfQzl
2,A,31,Zohair Khan,01564148190,kqhbh1irfy
2,A,32,Rafid Ryn Karim,01964351436,EH54V9hTQa
2,A,33,Rafid Rafiq,01632656093,pvg0b0yzd7
2,A,34,Raihan Kai Haque,01646787214,tQ9RKQZ10L
2,A,35,Arshia Haque,01785792750,5Lhmj5I0XQ
2,A,36,Samiha Kai Sadik,01957098585,FIJ1tZqugG
2,A,37,Mushfiq Kai Arif,01962750395,TOG3joYn9t
2,A,38,Fariha Ray Paul,01933197862,2nwyqZDB0R
2,A,39,Mehreen Kai Karim,01693910528,IOgHnXYCm8
2,A,40,Zarif Fae Jubayer,01986290188,YSRTzZ4RCH
2,A,41,Mehreen Noor Banik,01994108680,EMkkcWMibp
2,A,42,Ishraq Ray Tasnim,01959551052,np3to6RyD2
2,A,43,Areeb Ash Molla,01886760864,EqwhHg19Wq
2,A,44,Kashfi Noor Sanyal,01719729100,8KVXPFIduh
2,A,45,Sanjida Fae Kamal,01690964746,jsEnDvpBz4
2,A,46,Nihira Ash Sami,01596855847,lbnMqRE1oy
2,A,47,Rishad Ryn Rahman,01777348813,omDjZxNaEi
2,A,48,Fardin Zee Paul,01598103594,3b4madmHEB
2,A,49,Areeb Ray Sikder,01710576005,IUdRZqhh88
2,A,50,Hridita Ash Molla,01782820757,WrRJ6VRyzs
