class,section,roll,username,phone,password
6,A,1,Arnika Ryn Chowdhury,01562124646,a89Rmms81z
6,A,2,Maliha Jahan,01511338089,U8RLVfoQA0
6,A,3,Aarish Ray Khandoker,01587589641,IOnAnmJRm4
6,A,4,Zakia Kai Khandoker,01578494780,4xpYhoHXuf
6,A,5,Orin Zee Paul,01993697262,7bpDdH4Tfe
6,A,6,Irfan Fae Sanyal,01873384672,HlkHEKAvgK
6,A,7,Rishad Noor Hasnat,01720884276,aL7OTT5guY
6,A,8,Nishat Zoh Nayer,01971051342,CmlACgJnwX
6,A,9,Adrita Fae Jahir,01531490120,YIEepkODcJ
6,A,10,Nihal Zoh Nawaz,01607938720,mJdLgdMXRI
6,A,11,Maliha Fahim,01795263677,Z0oiytalMK
6,A,12,Faiyaz Ash Hossain,01509697804,4Go2HPKUB8
6,A,13,Anika Rahman,01870702209,DmnX17suIr
6,A,14,Irfan Muntasir,01534466316,aotseS5nV0
6,A,15,Rifah Kai Azad,01671099540,feusHv4v7A
6,A,16,Adrita Roy,01887348321,Zq1VxjUIJs
6,A,17,Zawad Fae Sharif,01818491757,zIHwnlwzmz
6,A,18,Mushfiq Ahmed,01906713186,46yRsOi2cG
6,A,19,Nairin Ash Molla,01518447800,0C7jBJi3lG
6,A,20,Aarish Hossain,01768389171,C0QyeeJa2z
6,A,21,Mushfiq Nawaz,01845456612,i7m1HYMAgm
6,A,22,Nihira Ryn Rumi,01907031256,7I2v1yoF7M
6,A,23,Mehnaz Ray Hridoy,01910489348,QC8kfpUpTF
6,A,24,Seyam Ray Jubayer,01615157490,lx980MxcSO
6,A,25,Tanzim Muntasir,01599687866,NETpl4qcbh
6,A,26,Anika Muntasir,01715206926,7kXja26j0h
6,A,27,Ritvik Ray Riyad,01660567465,pQS3RBn0uX
6,A,28,Sazim Noor Das,01995414769,stPGkAgYZw
6,A,29,Areeb Noor Riyad,01957091437,tAIaIPdEHq
6,A,30,Zarif Zoh Paul,01576609824,DSquUAq6xU
6,A,31,Zawad Zee Molla,01775146604,j5WwIy7CjL
6,A,32,Nishat Nayer,01506979956,ER8NhkdAlO
6,A,33,Samiha Noor Azad,01941564244,1aPv5DIptz
6,A,34,Ayman Noor Jahan,01902850792,1j3MXwkQjg
6,A,35,Rudra Zoh Anwar,01921924887,EUXLw5hxgY
6,A,36,Arnika Jin Sanyal,01767719800,XOdoViU8je
6,A,37,Samiha Kai Paul,01775262947,OkdWUlQQEs
6,A,38,Iftekhar Rahman,01980519531,r4UKF5lINd
6,A,39,Raysha Ray Sami,01701490710,b2QXHBaBlt
6,A,40,Zarin Ryn Sharif,01843312668,2cLH0HJJn0
6,A,41,Zunaira Sanyal,01870486948,pY9cokzHMk
6,A,42,Irfan Ray Faruqi,01830518709,BClgWcugnY
6,A,43,Zarif Ryn Banik,01796981132,mV48O3i7cn
6,A,44,Nihira Zee Khandoker,01605515653,PXOAuggMHW
6,A,45,Anika Noor Jahir,01835349725,uxxvsf5JmQ
6,A,46,Ruvin Jin Riyad,01803470617,UpqU7Et28l
6,A,47,Afsheen Zoh Banik,01604897545,5SVLuPffEi
6,A,48,Rudra Kai Arif,01725070055,5rqMs0VOiI
6,A,49,Rishad Fae Imtiaz,01734145559,I1gSO6y5Su
6,A,50,Fariha Ray Zaman,01995893829,P8thc78v3O
