class,section,roll,username,phone,password
10,A,1,Tanzim Noor Ahmed,01639826932,Jqx4CP9yet
10,A,2,Seyam Sayeed,01895540613,JMaKZKYfnC
10,A,3,Hridita Sultana,01891395304,WKhyVKNx2d
10,A,4,Iftekhar Kai Hridoy,01925120290,gmOqxxrx88
10,A,5,Zunaira Noor Paul,01978501145,kmGtj2XkPZ
10,A,6,Kashfi Zee Anwar,01593025821,GvrnRUX4Ko
10,A,7,Iftekhar Nafi,01519412259,lU7gHhh6VQ
10,A,8,Tashfi Ash Nafi,01566551442,uCXylhYhSV
10,A,9,Zarin Ryn Sanyal,01889115894,xAoIhB1xsq
10,A,10,Raiqa Das,01612929808,xILWHJesZx
10,A,11,Anika Noor Das,01931158195,cWpufEIMTW
10,A,12,Kashfi Ryn Sarker,01574724289,BMlp85q7r9
10,A,13,Ayman Zee Jubayer,01704467848,1BZWzS0kmo
10,A,14,Mushfiq Noor Sami,01508015341,K2UJWJrUQ1
10,A,15,Nairin Khan,01874116664,W5gfdDwO4f
10,A,16,Faiyaz Ash Sayeed,01511353368,tz5u4hO5fV
10,A,17,Arshia Ahmed,01787412754,3EjUtUTt73
10,A,18,Mehnaz Jin Rumi,01759749766,TwoJaE5GaS
10,A,19,Aarish Fae Jahir,01881127690,2xfZ5QFp7c
10,A,20,Mehnaz Zoh Barua,01980794609,Icpr1ac0w0
10,A,21,Tahsin Noor Sanyal,01934992711,s8mA5PON4i
10,A,22,Ayman Muntasir,01889582992,6TRxbZRlTt
10,A,23,Sazim Sanyal,01983888914,lmlHYFzCoX
10,A,24,Samiha Jahir,01807367188,zGC7pS4GoN
10,A,25,Arshia Kai Sabbir,01765818009,ZIuuELtCRn
10,A,26,Arnika Noor Hasnat,01605312057,ETOPbVFDUJ
10,A,27,Sakina Zoh Khandoker,01676760728,BaZNLU0VbW
10,A,28,Zinia Ray Jahir,01509773132,Tn5sUayeRt
10,A,29,Rudra Ryn Banik,01803113668,52DfdBCABK
10,A,30,Sakina Zee Nayer,01689665318,rWZPNEvyM5
10,A,31,Hridita Ash Nawaz,01626265331,eGFUYwmIFh
10,A,32,Nishat Ray Khandoker,01908900745,Rn892GCqy9
10,A,33,Zarin Noor Sultana,01984781631,8dnB0xIsjp
10,A,34,Tahmid Ryn Arif,01569561168,i1Uaeo18lN
10,A,35,Fariha Ash Azad,01924614804,4dp7LxfebK
10,A,36,Zafreen Fae Das,01986990325,UfVifoKfdZ
10,A,37,Tahsin Zee Khan,01789065713,GdmynNzQ0H
10,A,38,Zawad Kai Sarker,01941204179,YPPcDkAk5S
10,A,39,Anika Jin Rahman,01717622930,e54XvTaSQ6
10,A,40,Orin Zoh Sikder,01596088989,8remllsrcb
10,A,41,Zarin Fae Paul,01738084522,0xmGuYOJxr
10,A,42,Tahmid Ryn Riyad,01622814427,wWxSPuif3d
10,A,43,Mairin Kai Roy,01734316578,PIC1YbKab3
10,A,44,Nihal Ash Sayeed,01771965738,j25CStJBmb
10,A,45,Sazim Kai Rafiq,01908217677,rmcRnBBx4Z
10,A,46,Zawad Kamal,01669456197,wrXoPdkDdJ
10,A,47,Raihan Kai Imtiaz,01662574805,Z6VH5QbqhV
10,A,48,Ishraq Zoh Nizam,01673046173,k4KIgZxnPy
10,A,49,Nishat Zoh Nizam,01645800320,iLj2zwbUfz
10,A,50,Fardin Noor Hasnat,01620385904,puIUfhITfT
